,HalfBath,KitchenAbvGr,FullBath,OverallCond,BsmtHalfBath,BedroomAbvGr,OverallQual,GarageCars,Fireplaces,BsmtFullBath,SalePrice_log
989,1,1,2,5,0,3,7,2,0,0,12.190959007720126
990,1,1,2,5,0,3,8,3,1,1,12.759957758756611
991,1,1,1,9,0,4,8,2,1,0,12.031719258385396
992,1,1,2,8,0,3,6,2,1,0,12.138863895836725
993,1,1,2,5,0,3,6,2,0,0,12.066235700342375
994,0,1,2,5,0,3,10,3,1,1,12.729320789294722
995,1,1,1,7,0,3,4,1,0,1,11.708492248514204
996,0,1,1,6,0,3,5,1,0,1,11.824079893607152
997,0,1,2,6,0,2,6,2,1,0,12.128111104060462
998,0,1,1,4,0,3,3,1,1,0,11.418614785498987
999,0,1,2,5,0,2,7,2,0,1,12.235631447771718
1001,0,1,1,6,0,2,5,1,0,0,11.362102575235644
1002,0,1,2,5,0,3,8,3,1,0,12.354492650648448
1003,0,2,2,6,0,4,5,2,0,0,11.827042533619087
1004,0,1,2,5,0,1,7,2,1,0,12.106252310247962
1005,0,1,2,8,0,3,5,1,0,0,11.917723684090689
1006,0,1,2,3,1,3,6,2,1,0,12.004568269319446
1007,1,1,1,4,0,3,4,1,0,0,11.385092093460344
1009,0,1,2,5,0,4,5,0,0,0,11.532728092266408
1010,0,1,2,5,0,4,5,1,1,0,11.813030057420567
1012,1,1,1,7,0,3,6,1,2,0,12.013700752882718
1013,0,1,1,4,0,2,5,1,0,1,11.350406535472453
1014,0,1,1,5,0,2,6,1,1,0,11.688558033613386
1015,1,1,2,6,0,3,8,2,0,1,12.332705296463539
1016,0,1,2,5,0,3,7,2,1,1,12.220961258023925
1017,0,1,1,5,0,1,8,2,1,1,12.141534124392603
1018,1,1,2,5,0,3,7,2,1,0,11.982929094215963
1019,0,1,2,5,0,2,7,2,1,0,12.27134527214637
1020,1,1,1,5,0,2,4,2,0,1,12.078239274020289
1021,0,1,2,5,0,2,7,2,0,1,12.175613438045465
1022,0,1,1,5,0,2,5,1,0,0,11.37366339763672
1023,0,1,2,5,0,2,7,2,1,0,12.160028707028767
1025,0,1,1,5,0,3,5,2,0,1,11.630708500626612
1026,0,1,1,5,0,3,5,2,2,1,12.028738630247258
1027,0,1,2,5,0,3,8,3,1,1,12.588190652108505
1028,0,1,1,5,0,3,5,1,1,1,11.56171562913966
1029,1,1,1,7,1,3,6,1,0,0,11.678439903447801
1030,0,2,2,8,0,5,5,0,0,0,11.982929094215963
1031,1,1,2,3,0,5,7,2,2,1,12.190959007720126
1032,1,1,2,7,0,5,8,3,1,1,12.644327576461329
1033,0,1,2,5,0,3,7,3,0,1,12.345834587905333
1034,0,1,1,7,0,2,5,1,1,0,11.693161515273161
1036,0,1,2,5,0,2,9,3,1,1,12.661913960963405
1037,1,1,2,5,0,3,8,2,1,0,12.567237494741757
1038,1,1,1,6,0,3,4,0,1,0,11.48246625748552
1039,0,1,1,4,0,1,4,1,0,1,11.289781913656018
1040,0,1,2,4,0,3,5,2,1,1,11.951180395901384
1041,1,1,1,8,1,4,6,2,0,0,12.061046873479915
1042,0,1,2,5,0,1,6,2,1,1,12.185869938212655
1043,1,1,2,5,0,4,7,2,1,1,12.477167914377556
1047,0,1,1,5,1,3,5,2,0,0,11.884489021402711
1050,0,1,2,5,0,3,7,2,0,0,12.080991165908294
1051,0,1,2,5,0,3,7,2,1,0,12.206777397134413
1052,1,1,1,6,1,4,6,2,1,0,12.013700752882718
1053,0,1,1,6,0,4,5,1,1,0,11.881034786534624
1054,1,1,2,5,0,3,8,2,1,1,12.449018824140563
1055,0,1,2,5,1,3,6,2,1,0,12.100712129872347
1056,0,1,2,5,0,2,7,2,1,1,12.132695175725399
1057,1,1,2,6,0,3,7,2,1,0,12.421184025147118
1058,1,1,2,5,0,3,9,3,1,1,12.721885810807203
1059,1,1,1,7,0,3,6,2,1,0,12.301382825334498
1060,0,1,2,5,0,2,8,2,0,1,12.271392111650817
1061,0,1,1,4,0,2,3,3,0,0,11.302204433654575
1062,0,2,2,5,0,5,5,2,0,0,11.407564949312402
1063,0,1,1,6,0,2,6,2,1,0,11.612770799939945
1064,1,1,1,6,0,3,5,2,1,0,11.944707881395766
1065,1,1,2,5,0,3,7,2,0,1,12.70076888736628
1066,1,1,2,7,0,3,6,2,1,0,12.089538829274222
1067,1,1,1,6,0,4,6,2,0,1,12.031123843065632
1068,1,1,2,4,0,5,6,2,1,1,11.927680619985486
1069,0,1,1,7,1,2,5,2,0,0,11.813030057420567
1070,0,1,1,5,0,3,5,1,0,1,11.813030057420567
1071,1,1,1,6,0,4,6,2,0,0,11.944707881395766
1072,0,1,1,3,1,4,5,1,1,1,11.424094251263613
1073,1,1,1,6,0,3,6,2,0,0,11.979799201207037
1074,0,1,2,5,0,2,7,3,0,0,12.175613438045465
1075,1,1,1,6,0,3,7,1,2,0,12.299107511497363
1076,0,1,2,8,1,3,5,2,1,0,12.043553716032399
1077,0,1,1,5,0,3,5,1,0,1,11.840789327054841
1078,0,1,1,5,0,1,6,2,1,1,11.956970055045868
1079,0,1,1,5,0,3,5,1,0,0,11.744037185933616
1080,0,1,2,7,1,3,6,2,0,0,11.884489021402711
1081,1,1,1,5,0,3,5,1,0,1,11.79810440720389
1082,0,1,2,5,0,3,7,2,1,0,12.165250651009918
1083,0,1,1,6,0,3,6,1,2,1,11.982929094215963
1084,1,1,2,5,0,3,6,2,1,0,12.141534124392603
1085,0,1,1,6,0,2,6,2,0,1,11.898187865760873
1086,1,1,1,5,0,3,4,1,0,0,11.332601910838946
1087,1,1,2,5,0,3,8,3,1,0,12.437184366493561
1088,0,1,2,5,0,3,7,2,0,0,11.831379196088763
1089,1,1,1,5,0,1,8,2,1,1,12.190959007720126
1091,1,1,2,5,0,2,7,2,0,1,11.982929094215963
1092,0,1,2,5,0,4,6,2,1,0,11.824079893607152
1093,1,1,1,8,0,1,5,2,0,1,11.891361900690473
1094,0,1,1,7,0,2,5,1,0,1,11.76756768334381
1095,0,1,2,5,0,3,6,2,1,0,12.08069081199846
1096,1,1,1,7,0,3,6,0,0,0,11.751942365440728
1097,1,1,1,5,0,2,8,2,0,0,12.043553716032399
1098,0,1,1,6,0,3,4,1,0,0,11.759785542901755
1099,0,1,2,5,0,3,7,2,1,0,11.964001084330445
1100,0,1,1,5,0,1,2,1,0,0,11.002099841204238
1101,0,1,1,5,0,3,5,1,0,0,11.691071650353702
1102,0,1,1,7,0,2,5,1,0,0,11.813030057420567
1103,0,1,1,6,1,3,6,2,1,0,11.979799201207037
1104,1,1,2,5,0,3,5,2,0,0,11.571194373094205
1105,1,1,2,5,0,3,8,2,2,1,12.691580461311874
1106,0,1,2,5,0,3,7,2,1,1,12.100156419938624
1107,1,1,2,5,0,3,7,2,1,0,12.523525876315125
1108,1,1,2,5,0,3,6,2,1,0,12.106252310247962
1109,0,1,2,5,0,3,8,3,1,1,12.542544882151386
1110,1,1,2,5,0,3,6,2,1,1,12.144197241812087
1111,1,1,2,6,0,4,7,2,1,0,12.230765258120545
1112,0,1,1,7,0,2,5,1,0,1,11.77452020265869
1113,0,1,1,7,0,2,5,1,0,1,11.809319478024031
1114,0,1,1,7,0,2,5,1,0,0,11.669929213779893
1115,0,1,2,5,0,3,8,3,1,1,12.669806661762314
1116,1,1,2,5,0,3,8,2,1,1,12.123234367221169
1117,0,1,1,7,0,3,5,2,0,1,11.77528972943772
1118,0,1,1,6,1,3,5,1,0,0,11.84939770159144
1119,0,1,1,5,0,3,5,1,0,0,11.803353763090035
1120,0,1,1,5,0,2,6,1,1,0,11.681824001432043
1121,0,1,2,5,0,3,7,3,0,0,12.26857785088157
1122,0,1,1,3,0,3,4,1,0,0,11.626254150277232
1123,0,1,1,9,1,2,5,0,0,0,11.678439903447801
1124,1,1,2,5,0,3,7,2,1,0,12.00701176473192
1125,0,1,1,5,0,2,4,2,1,0,11.652687407345388
1126,0,1,2,5,0,2,7,3,1,0,12.066810578196666
1127,0,1,2,5,0,3,7,3,1,1,12.464583340681674
1128,1,1,2,5,0,4,7,2,1,0,12.2783933071098
1129,0,1,1,5,0,2,5,2,0,1,11.84939770159144
1130,0,1,2,3,0,4,4,2,2,1,11.813030057420567
1131,0,1,1,5,0,3,5,0,0,0,11.44571671527678
1132,0,1,2,4,0,5,6,1,0,0,11.67419361256635
1133,1,1,2,5,0,3,8,2,1,0,12.386308695833106
1134,1,1,2,5,0,3,6,2,1,0,12.037653993905211
1135,0,1,1,5,0,2,6,1,1,0,11.532728092266408
1136,0,1,1,5,0,3,6,1,0,0,11.686878772093667
1137,0,1,1,8,0,2,5,0,0,0,11.451050061252142
1138,0,1,2,5,0,2,6,2,2,1,12.185869938212655
1139,0,1,1,5,0,3,5,2,1,0,11.877568578558138
1140,0,1,1,7,0,2,5,2,0,1,11.842229212112828
1141,1,1,2,7,0,4,5,2,1,1,12.193493863323313
1142,0,1,3,5,0,4,8,3,1,1,12.959538518762063
1143,0,1,1,3,0,3,5,0,0,0,11.289781913656018
1144,0,1,1,4,0,2,4,1,0,1,11.289781913656018
1145,0,1,1,6,0,3,5,1,1,0,11.911701584927597
1146,0,1,2,5,0,3,6,2,1,1,12.100712129872347
1147,1,1,1,7,0,3,7,1,1,0,12.069680020624618
1148,0,1,1,7,0,2,7,1,1,0,11.66907414746016
1149,0,1,1,9,1,3,7,2,0,0,11.870599909242044
1150,0,1,1,5,0,2,6,1,1,0,11.728036844587175
1151,1,1,1,4,0,3,5,2,2,0,11.917723684090689
1152,0,1,1,7,0,2,6,2,1,0,12.345834587905333
1153,0,1,1,8,0,2,6,1,0,0,11.699405031912846
1154,2,1,1,6,0,4,7,2,2,0,12.215032386901646
1155,0,1,2,8,0,3,5,2,1,1,12.292250341771226
1156,0,1,2,8,1,3,5,2,1,0,12.100156419938624
1157,0,1,2,5,0,2,7,2,1,1,12.345834587905333
1158,0,1,2,5,0,3,8,3,0,0,12.367885325692589
1159,1,1,2,6,0,4,6,2,1,0,12.128111104060462
1160,1,1,2,5,0,3,6,2,1,0,11.891361900690473
1161,0,1,1,7,0,3,6,2,1,1,12.319401330837177
1162,0,1,1,5,0,3,5,2,1,0,11.76756768334381
1163,2,2,0,4,0,0,4,2,0,2,11.598726943661342
1164,1,1,1,7,0,2,5,2,1,1,12.175613438045465
1165,0,1,2,5,0,3,7,2,0,0,12.359523080243038
1167,1,1,2,5,0,3,6,2,1,1,12.061046873479915
1168,0,1,2,7,0,4,6,2,2,0,12.367340793126296
1169,1,1,3,5,0,4,10,3,1,1,13.345506928718539
1170,0,1,1,6,0,3,6,1,1,1,12.049418835484797
1171,0,1,1,6,0,3,6,2,1,1,12.0015054797889
1172,1,1,2,5,0,2,7,2,0,0,12.05466819137094
1173,0,1,3,6,0,3,5,0,1,0,12.20856952572876
1174,1,1,2,8,0,4,6,2,1,0,12.384218830913648
1176,0,1,1,5,0,3,5,1,0,1,11.691071650353702
1177,0,1,1,8,0,3,6,1,0,0,11.652687407345388
1178,1,1,1,6,0,3,5,1,1,0,11.95053502640496
1180,1,1,2,5,0,4,7,2,0,0,12.429216196844383
1181,0,1,2,5,1,2,8,2,1,1,12.8802918162046
1183,0,1,1,6,0,2,5,2,1,1,11.695247021764184
1184,1,1,1,4,0,3,5,3,2,1,12.137258329529814
1185,0,1,1,7,0,4,5,1,0,1,11.560762794384388
1186,0,2,2,5,0,3,3,2,0,1,11.461632170582678
1187,0,1,2,5,0,2,8,3,1,1,12.476099782743233
1188,1,1,2,5,0,3,7,2,0,0,12.180754837545884
1189,1,1,2,5,0,3,7,2,1,0,12.14950229404178
1190,0,1,1,4,0,3,4,4,1,1,12.031719258385396
1191,1,1,2,5,0,2,8,2,0,0,12.066810578196666
1192,0,1,1,8,0,3,5,1,0,0,11.736069016284437
1193,0,1,2,5,0,2,6,2,0,1,12.013700752882718
1194,1,1,1,7,0,4,6,1,0,0,11.970350312009105
1195,1,1,2,5,0,3,6,2,0,0,12.078239274020289
1196,1,1,2,5,0,4,7,3,1,0,12.297785453453374
1197,0,1,1,6,0,3,7,1,1,0,11.877568578558138
1198,0,1,2,5,0,3,7,2,0,0,12.089538829274222
1199,1,1,1,5,0,3,4,2,1,0,11.904967552746252
1200,0,1,1,5,0,3,4,1,0,0,11.661776411702583
1201,1,1,2,5,0,3,7,2,0,0,12.195517131590657
1202,0,1,1,8,0,3,5,1,1,1,11.669929213779893
1203,0,1,2,5,0,3,7,2,1,0,12.269047444691562
1204,1,1,1,6,0,3,5,2,0,1,11.941455846009388
1206,0,1,1,4,0,2,4,1,0,1,11.580584113444043
1207,0,1,2,5,0,3,6,2,0,1,12.206072645530174
1208,0,1,1,7,0,3,5,2,0,1,11.84939770159144
1209,0,1,2,5,0,3,8,2,1,1,12.577636201962656
1210,1,1,2,5,0,3,6,2,1,0,12.14950229404178
1211,0,1,2,7,0,4,8,2,0,0,12.007621706806335
1212,0,1,1,6,0,2,4,1,0,1,11.635143097694478
1213,0,1,0,9,1,0,4,1,0,1,11.884489021402711
1214,0,1,1,5,0,3,5,1,0,1,11.809319478024031
1215,0,1,1,5,0,3,5,1,0,0,11.736069016284437
1217,0,1,2,5,0,3,8,2,0,1,12.343466568968994
1219,1,1,1,5,0,3,6,0,0,0,11.424094251263613
1220,0,1,1,5,0,2,5,1,0,0,11.652687407345388
1221,0,1,1,5,0,3,5,1,1,0,11.805595078933049
1222,0,1,2,6,0,3,6,1,1,0,11.870599909242044
1224,1,1,2,5,0,3,7,2,1,1,12.122691036591123
1225,0,1,1,8,1,3,6,1,0,0,11.884489021402711
1226,1,1,2,5,0,4,6,3,1,0,12.273731294003989
1227,0,1,1,8,0,2,5,2,0,1,11.898187865760873
1228,1,1,1,5,0,1,9,3,1,1,12.813917896253697
1229,0,1,2,5,0,4,5,1,0,0,11.751942365440728
1230,2,2,2,5,0,4,5,2,1,0,12.154779351142624
1231,0,1,1,6,0,3,5,2,0,1,11.794337924408413
1233,0,1,1,5,0,3,5,2,0,1,11.863582336583399
1234,1,1,1,6,0,4,5,0,0,0,11.77528972943772
1235,1,1,1,5,0,4,5,1,0,0,11.841415931849784
1236,1,1,2,5,0,2,7,2,0,0,12.075394321888057
1237,1,1,2,5,0,4,7,2,1,0,12.180754837545884
1238,1,1,1,5,0,3,6,2,0,0,11.867097278690842
1239,0,1,2,5,0,2,8,2,1,0,12.490875577231112
1240,1,1,2,5,0,3,7,2,0,1,12.323411137947407
1242,0,1,2,6,0,3,7,2,2,1,12.043553716032399
1244,0,1,1,7,0,3,8,2,2,0,12.345834587905333
1245,1,1,3,7,0,3,6,2,1,0,12.089538829274222
1246,1,1,2,5,0,3,7,2,0,0,12.136186518066006
1247,0,1,1,5,0,3,6,3,0,1,12.042965307660024
1248,1,1,1,5,0,3,6,2,1,0,11.771436160121729
1249,0,1,1,7,0,3,5,1,0,0,11.686878772093667
1251,0,1,2,5,0,2,7,2,1,0,12.053795210084596
1252,0,1,1,6,0,3,5,1,0,1,11.77528972943772
1253,1,1,2,7,0,3,7,2,2,1,12.591335046320818
1254,1,1,2,5,0,3,7,2,1,0,12.016122061571728
1255,0,1,1,6,0,3,6,1,1,0,11.755871643580617
1257,0,1,1,8,0,2,5,0,0,0,11.511924964636645
1258,0,1,2,5,0,2,7,2,0,1,12.154779351142624
1259,1,1,1,8,0,3,6,2,0,1,11.925035115797062
1260,1,1,2,5,0,3,6,2,1,0,12.106252310247962
1261,0,1,1,6,0,2,5,1,0,0,11.766792188927278
1262,0,1,1,5,0,5,4,1,2,1,11.992260421644849
1263,0,1,1,6,0,3,6,2,1,0,12.103486056755072
1264,0,1,2,5,0,2,6,2,0,1,12.106252310247962
1265,1,1,2,5,0,3,7,2,0,1,12.122147410592412
1266,1,2,1,4,0,4,7,1,1,0,11.711776323715394
1268,1,1,3,9,0,4,8,3,2,0,12.850554654108839
1269,1,1,1,5,0,3,5,1,0,0,11.877568578558138
1270,1,1,0,6,0,0,7,2,1,2,12.468436909997665
1271,0,1,2,7,0,3,6,2,1,0,12.132156962580005
1272,0,1,1,6,0,3,5,1,0,1,11.827736204810263
1273,0,1,1,7,0,2,6,1,1,1,12.083905011555967
1274,0,1,2,6,0,3,5,2,1,0,11.842229212112828
1275,0,2,2,5,0,4,5,2,0,0,11.827736204810263
1276,1,1,1,6,1,3,6,2,1,0,11.99535161421452
1277,1,1,1,5,0,3,6,2,1,1,12.195517131590657
1278,1,1,2,5,0,3,8,2,1,1,12.375815420117268
1279,0,1,1,4,0,2,4,2,0,0,11.133128103610641
1280,0,1,2,5,0,3,7,2,0,1,12.332705296463539
1281,0,1,2,5,0,2,7,2,1,1,12.100712129872347
1282,0,1,2,7,0,3,5,2,0,0,11.921718363171067
1283,2,2,2,5,0,4,6,0,0,0,11.842229212112828
1284,0,1,2,7,0,4,6,1,1,0,12.037653993905211
1285,0,1,1,6,0,4,6,1,1,0,11.794337924408413
1286,1,1,1,5,0,3,6,2,2,1,11.870599909242044
1287,0,1,2,5,1,4,5,2,0,0,12.154779351142624
1288,0,1,2,5,0,2,8,2,1,1,12.535376392672774
1289,1,1,2,5,0,3,8,3,1,0,12.546109948315882
1290,0,1,1,7,0,3,5,2,1,1,12.103486056755072
1291,1,1,2,7,0,3,5,1,0,0,11.691071650353702
1292,0,2,2,4,0,4,5,1,0,0,11.585246126549855
1293,1,1,2,5,0,4,7,2,1,0,12.000891794590137
1294,0,1,1,7,0,2,5,2,0,1,11.652687407345388
1295,1,1,1,5,0,3,5,1,0,1,11.83862560460953
1296,0,1,2,6,0,3,5,2,0,1,11.951180395901384
1297,0,1,2,5,0,2,6,2,0,1,11.84939770159144
1299,1,1,1,7,0,3,5,1,0,1,11.944707881395766
1300,1,1,2,5,0,3,7,2,1,0,12.323855681186558
1301,0,1,1,7,0,3,6,1,2,0,12.086725887897607
1302,1,1,2,5,0,4,8,3,1,1,12.577636201962656
1303,0,1,2,5,0,3,7,3,0,0,12.354492650648448
1304,0,1,2,5,0,3,7,2,0,0,11.77528972943772
1305,0,1,2,5,0,2,9,2,2,1,12.691580461311874
1306,0,1,2,5,0,2,7,2,1,0,12.218495165528731
1307,0,1,1,5,0,3,5,2,0,1,11.835008964139341
1308,0,1,1,7,0,2,5,2,0,1,11.898187865760873
1309,0,1,2,5,0,3,6,2,0,1,12.096257779522967
1310,0,1,2,8,0,3,7,2,2,1,12.721885810807203
1311,0,1,2,5,0,3,7,2,0,1,12.220961258023925
1312,1,1,2,5,0,4,8,2,1,0,12.618182296357007
1313,1,1,2,5,0,4,9,3,1,0,12.716402146247475
1314,0,1,1,6,0,3,4,1,1,1,11.686878772093667
1315,1,1,2,5,0,4,6,2,2,0,12.239990863733635
1316,0,1,2,5,0,3,8,3,1,1,12.596400426884427
1317,0,1,2,5,0,2,7,2,1,0,12.249610947544657
1319,0,1,1,5,0,3,4,1,0,0,11.617285480294472
1320,1,1,1,3,0,3,6,2,2,1,11.960811288962345
1322,1,1,2,5,0,3,7,2,1,1,12.154779351142624
1323,0,1,1,7,0,2,4,0,0,0,11.320553572322773
1325,0,1,1,4,0,2,4,0,0,0,10.915088464214607
1326,0,1,1,6,0,3,3,0,0,0,11.27720313144916
1327,0,1,1,9,1,3,5,1,1,0,11.779128505744886
1328,0,1,2,7,0,5,6,2,2,0,12.4529327234617
1329,1,1,2,5,0,3,7,2,1,0,12.081076155355488
1330,0,1,2,5,0,3,8,3,1,0,12.332705296463539
1331,0,1,1,5,0,3,5,2,0,0,11.794337924408413
1332,0,1,1,6,0,2,4,1,1,1,11.512925464970229
1333,1,1,1,6,0,2,5,1,0,0,11.740061037553975
1334,1,1,1,6,0,3,5,2,0,0,11.736069016284437
1335,0,1,2,5,1,2,6,2,1,0,12.031123843065632
1336,0,2,2,5,0,4,5,2,0,0,11.813030057420567
1337,0,1,1,4,0,2,4,0,0,0,10.868568448579715
1338,1,1,2,5,0,3,7,2,0,1,12.206072645530174
1339,0,1,1,7,0,3,5,1,0,0,11.763684183317412
1340,0,1,1,5,0,3,4,4,0,0,11.719939634354555
1341,0,1,1,5,0,3,6,2,0,1,11.951180395901384
1342,1,1,2,5,0,3,8,2,1,0,12.339291489316397
1343,1,1,1,6,0,3,6,2,1,0,12.083905011555967
1344,1,1,2,5,0,3,7,2,1,0,11.956553034172742
1345,0,1,1,4,0,2,4,1,0,0,11.594505451962652
1347,0,1,2,5,0,3,8,3,1,1,12.554836882168736
1348,0,1,2,5,0,3,7,2,1,1,12.2783933071098
1349,0,1,2,5,0,4,8,0,0,0,11.711776323715394
1350,2,2,2,5,1,6,5,4,0,1,12.206072645530174
1351,1,1,1,6,0,4,6,2,1,0,12.049418835484797
1352,0,1,1,9,0,2,6,2,0,0,11.812289042195847
1354,1,1,2,5,0,3,7,3,1,1,12.367340793126296
1355,0,1,3,6,0,4,7,2,1,0,12.043553716032399
1356,0,1,1,5,0,3,5,1,0,0,11.608235644774552
1357,1,1,1,6,0,3,5,2,1,1,11.917723684090689
1358,1,1,2,5,0,3,6,2,0,0,12.086725887897607
1360,1,1,3,6,0,4,5,2,0,0,12.14950229404178
1361,0,1,2,5,0,3,7,2,1,1,12.468436909997665
1362,0,1,2,4,0,4,4,1,1,0,11.560762794384388
1363,1,1,2,5,0,3,6,2,1,0,11.963567869487337
1364,1,1,2,5,0,2,7,2,0,0,11.87862357740665
1365,1,1,2,5,0,3,7,2,0,1,12.283033686666302
1366,1,1,2,5,0,3,7,2,0,1,12.170445467887022
1367,0,1,2,6,0,4,5,1,1,0,11.751942365440728
1368,0,1,1,5,0,1,6,2,0,1,11.877568578558138
1369,0,1,2,5,0,3,8,2,1,1,12.354492650648448
1370,0,1,1,6,0,2,4,1,0,0,11.56171562913966
1371,0,1,1,6,0,3,6,1,1,1,12.016726473799254
1372,1,1,2,6,0,3,7,2,1,1,12.521977676925694
1374,1,1,2,5,0,3,7,3,1,0,12.429216196844383
1375,0,1,2,5,0,3,8,3,1,0,12.384218830913648
1376,0,1,1,5,0,2,6,1,0,0,11.418614785498987
1377,0,1,2,5,0,3,5,2,0,0,11.669929213779893
1378,1,1,1,5,0,2,6,1,0,0,11.326595886778735
1379,1,1,2,5,0,3,5,2,0,0,12.028738630247258
1380,0,1,1,3,0,2,3,1,0,1,10.976782033219948
1382,1,1,1,7,0,4,7,2,0,1,11.964001084330445
1383,0,1,2,7,0,3,5,2,0,0,11.626254150277232
1384,0,1,1,5,0,2,6,1,0,0,11.56171562913966
1385,0,1,1,8,0,3,4,1,0,1,11.740061037553975
1386,1,1,3,5,0,5,7,2,2,1,12.429216196844383
1387,0,1,2,7,0,5,6,1,1,0,11.820410164718188
1388,0,1,2,5,0,3,9,3,2,1,12.841325847671216
1389,0,1,1,6,1,3,6,2,1,0,11.782952602183288
1390,0,1,2,5,0,3,7,2,0,1,12.367340793126296
1391,0,2,2,5,0,4,5,3,0,0,11.728036844587175
1392,0,1,1,5,0,3,5,1,1,1,11.719939634354555
1393,0,2,2,7,0,3,6,2,1,0,12.0015054797889
1394,0,1,2,5,0,2,7,3,1,1,12.415433652431746
1395,1,1,2,5,0,4,8,3,1,0,12.54686766829102
1396,0,1,1,5,0,3,5,2,2,1,11.982929094215963
1397,1,1,1,8,0,4,5,1,0,0,11.831379196088763
1398,1,1,1,4,0,3,5,1,0,1,11.835008964139341
1399,1,1,2,6,0,3,6,1,1,0,11.83101549359339
1400,0,1,1,7,0,3,6,1,1,0,11.695247021764184
1401,1,1,2,5,0,3,6,2,1,1,12.170445467887022
1402,0,1,2,5,0,2,7,2,1,0,12.174989532116426
1403,0,1,2,5,0,3,8,3,0,1,12.552926520261092
1404,0,1,1,4,0,3,3,3,0,0,11.56171562913966
1405,0,1,2,5,1,2,8,2,1,1,12.524526376648708
1406,0,1,1,7,0,2,5,2,0,1,11.79810440720389
1407,0,1,1,5,0,3,5,0,0,1,11.626254150277232
1408,0,1,1,7,0,3,4,2,0,0,11.740061037553975
1409,1,1,2,6,0,3,7,2,1,0,12.2783933071098
1410,1,1,2,5,0,3,7,2,0,1,12.345834587905333
1411,1,1,1,8,0,3,6,1,0,0,11.84939770159144
1413,0,1,2,5,0,2,8,2,1,1,12.456831363877356
1414,1,1,1,7,0,4,6,2,1,0,12.240474072247506
1415,0,1,2,5,1,1,7,3,1,0,12.077670930725649
1416,0,2,2,6,0,4,4,2,0,0,11.715866308966918
1417,1,1,2,5,0,3,8,3,1,1,12.736700896592344
1418,1,1,1,5,0,3,5,1,0,1,11.728036844587175
1419,0,1,2,5,0,3,6,2,1,1,12.314927050442256
1420,1,1,2,6,0,3,6,2,1,0,12.100156419938624
1421,0,1,2,5,0,2,6,2,1,0,11.755871643580617
1422,0,1,1,5,0,1,6,2,0,1,11.824079893607152
1423,0,1,2,7,0,4,6,2,1,0,12.524417279788771
1424,0,1,1,5,0,2,5,1,1,1,11.877568578558138
1425,0,1,1,6,0,3,6,2,0,0,11.863582336583399
1426,1,1,2,5,0,3,7,2,2,1,12.509874099861838
1427,1,1,1,6,0,3,5,1,1,1,11.84939770159144
1428,0,1,1,7,0,2,5,1,2,1,11.686878772093667
1429,0,1,2,7,0,3,6,2,1,0,12.116694834378958
1430,1,1,2,5,0,4,5,2,1,0,12.16597955196373
1431,0,1,2,6,0,2,6,2,0,0,11.875830958659597
1432,0,1,2,6,0,4,4,1,0,0,11.074420502783864
1433,1,1,2,5,0,3,6,2,1,1,12.136186518066006
1434,0,1,2,5,0,3,5,2,1,1,11.982929094215963
1435,1,1,1,9,0,3,6,2,1,1,12.066810578196666
1436,0,1,1,6,0,3,4,2,0,0,11.699405031912846
1437,0,1,2,5,0,2,8,3,1,1,12.885670953244288
1438,0,1,1,7,0,2,6,2,0,1,11.91638857040772
1439,1,1,2,6,0,3,7,2,1,0,12.190959007720126
1440,0,1,2,7,0,3,6,2,1,0,12.160028707028767
1441,0,1,1,5,0,1,6,2,1,1,11.913712983527281
1442,1,1,2,5,0,3,10,3,1,1,12.644327576461329
1443,0,1,1,6,0,2,6,1,1,0,11.703545824578878
1444,0,1,2,5,0,3,7,2,0,0,12.098487434850236
1445,0,1,1,5,0,3,6,1,0,1,11.76756768334381
1446,0,1,1,7,0,3,5,1,0,0,11.969717200243734
1447,1,1,2,5,0,3,8,2,1,1,12.388394202324129
1448,1,1,1,7,0,2,4,1,0,0,11.626254150277232
1449,0,1,1,7,0,1,5,0,0,1,11.429543856031177
1450,2,2,2,5,0,4,5,0,0,0,11.820410164718188
1451,0,1,2,5,0,3,8,3,1,0,12.567551034433226
1452,0,1,1,5,0,2,5,2,0,1,11.884489021402711
1453,0,1,1,5,0,3,5,0,0,0,11.344506813345266
1454,0,1,2,5,0,2,7,2,0,1,12.128111104060462
1455,1,1,2,5,0,3,6,2,1,0,12.072541252905651
1457,0,1,2,9,0,4,7,1,2,0,12.493129522588037
1458,0,1,1,6,0,2,5,1,0,1,11.864462231052837
1459,1,1,1,6,0,3,5,1,0,1,11.901583454762012
